id,municipio,uf,nome_feira,categoria,dia_semana,horario_inicio,horario_fim,endereco,numero,bairro,referencia,subprefeitura,quantidade_feirantes,codigo_oficial,fonte_nome,fonte_url,status_validacao,observacoes
sao-paulo-6566ea79,São Paulo,SP,JD ELBA - RUA AGUIAS REAIS,Tradicional,Quinta-feira,08:00,14:00,RUA AGUIAS REAIS,1,JD ELBA,JD ELBA VILA PRUDENTE,SAPOPEMBA,17,51187,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-4fb2dd39,São Paulo,SP,JD GRIMALDI - RUA GAL PORFIRIO DA PAZ,Tradicional,Quinta-feira,08:00,14:00,RUA GAL PORFIRIO DA PAZ,371,JD GRIMALDI,LARGO DO JARDIM GRIMALDI,SAPOPEMBA,115,50636,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-65e8e066,São Paulo,SP,JD GUARANI - RUA SOUZA CARVALHO,Tradicional,Quinta-feira,08:00,14:00,RUA SOUZA CARVALHO,21,JD GUARANI,-,FREGUESIA / BRASILANDIA,56,51306,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-6e46b967,São Paulo,SP,JD GUARAU - RUA JERONIMO FERNANDES,Tradicional,Quinta-feira,08:00,14:00,RUA JERONIMO FERNANDES,32,JD GUARAU,ESTR DO JAGUARE,BUTANTA,21,51195,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-8ce65ab6,São Paulo,SP,JD IGUATEMI - RUA CUBAS DE MENDONCA,Tradicional,Quinta-feira,08:00,14:00,RUA CUBAS DE MENDONCA,50,JD IGUATEMI,-,SAO MATEUS,81,51250,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-3ad94c8c,São Paulo,SP,JD LISBOA - RUA HERMENEGILDO GOIS PARENTE,Tradicional,Quinta-feira,08:00,14:00,RUA HERMENEGILDO GOIS PARENTE,110,JD LISBOA,TV ES VELHA MOGI DAS CRUZES,ERMELINO MATARAZZO,20,50857,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-2ffd3cd3,São Paulo,SP,JD MAGGI - RUA COLONIAL DO IRAI,Tradicional,Quinta-feira,08:00,14:00,RUA COLONIAL DO IRAI,250,JD MAGGI,-,PIRITUBA / JARAGUA,15,50865,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-450d807e,São Paulo,SP,JD MARIA BORBA - RUA MARIO WILCHES,Tradicional,Quinta-feira,08:00,14:00,RUA MARIO WILCHES,10,JD MARIA BORBA,PARL ES VARGINHA NO JD M BORBA,PARELHEIROS,20,51110,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-ed71b4de,São Paulo,SP,JD MARIA ESTELA - PÇ DR CURADO FLEURY,Tradicional,Quinta-feira,08:00,14:00,PÇ DR CURADO FLEURY,20,JD MARIA ESTELA,TV AV MARIA ESTELA,IPIRANGA,33,50652,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-f989ff65,São Paulo,SP,JD MILIUNAS - RUA MONSENHOR SALIM,Tradicional,Quinta-feira,08:00,14:00,RUA MONSENHOR SALIM,12,JD MILIUNAS,TV MANOEL LEMES SILVA,ITAIM PAULISTA,72,51292,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-dc5252c4,São Paulo,SP,JD NOEMIA - RUA VISTOSA DE MADRE DE DEUS,Tradicional,Quinta-feira,08:00,14:00,RUA VISTOSA DE MADRE DE DEUS,51,JD NOEMIA,ALT.N.11074 AV.MARECHAL TITO,SAO MIGUEL PAULISTA,44,50920,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-f6003afd,São Paulo,SP,JD NORDESTE - AV MARAIAL,Tradicional,Quinta-feira,08:00,14:00,AV MARAIAL,323,JD NORDESTE,ENTRE PCA ARAMA E NEROPOLIS,PENHA,109,50440,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-043c856a,São Paulo,SP,JD PLANALTO - AV LOURIVAL FONTES,Tradicional,Quinta-feira,08:00,14:00,AV LOURIVAL FONTES,50,JD PLANALTO,JD PLANALTO VILA PRUDENTE,SAPOPEMBA,54,50997,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-766a5dad,São Paulo,SP,JD POPULAR - RUA ANDRE NATALE,Tradicional,Quinta-feira,08:00,14:00,RUA ANDRE NATALE,98,JD POPULAR,COM RUA P DE ULHOA CINTRA,ERMELINO MATARAZZO,73,50547,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-a8c7a0a1,São Paulo,SP,JD ROBRU - RUA JOAO BARBOSA DE LIMA,Tradicional,Quinta-feira,08:00,14:00,RUA JOAO BARBOSA DE LIMA,38,JD ROBRU,-,ITAIM PAULISTA,34,51411,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-c2e3980d,São Paulo,SP,JD SAO JORGE - RUA PROF JOAO DE LORENZO,Tradicional,Quinta-feira,08:00,14:00,RUA PROF JOAO DE LORENZO,32,JD SAO JORGE,PROXIMO CEMITERIO ISRAELITA,BUTANTA,47,50881,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-002bb72a,São Paulo,SP,JD SAO MARTINHO - AV BORBOLETA AMARELA,Tradicional,Quinta-feira,08:00,14:00,AV BORBOLETA AMARELA,10,JD SAO MARTINHO,SAO MIGUEL,SAO MIGUEL PAULISTA,49,51489,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-89362bc6,São Paulo,SP,JD SAO PAULO - RUA IDEAL,Tradicional,Quinta-feira,08:00,14:00,RUA IDEAL,100,JD SAO PAULO,RUAS AGUANAMBI,GUAIANASES,17,51608,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-14742942,São Paulo,SP,JD SAPOPEMBA - RUA TTE GODOFREDO CERQUEIRA LEITE,Tradicional,Quinta-feira,08:00,14:00,RUA TTE GODOFREDO CERQUEIRA LEITE,213,JD SAPOPEMBA,AV.SAPOPEMBA (ALT.11000),SAPOPEMBA,92,50792,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-4a90661c,São Paulo,SP,JD VAZ DE LIMA - RUA LUCA DE MARENZIO,Tradicional,Quinta-feira,08:00,14:00,RUA LUCA DE MARENZIO,130,JD VAZ DE LIMA,TV AL COMD ANTUNES DOS SANTOS,M BOI MIRIM,96,50814,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-0f4425ac,São Paulo,SP,JD VL NOVA CARRAO - AV MARIANA DE SOUZA GUERRA,Tradicional,Quinta-feira,08:00,14:00,AV MARIANA DE SOUZA GUERRA,50,JD VL NOVA CARRAO,-,SAO MATEUS,7,51705,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-5175c0be,São Paulo,SP,JOSE BONIFACIO - RUA CARLOS ALBACINI,Tradicional,Quinta-feira,08:00,14:00,RUA CARLOS ALBACINI,100,JOSE BONIFACIO,ABAST,ITAQUERA,9,54011,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-f15d5912,São Paulo,SP,JURUBATUBA - RUA ROSA GALVAO TRIGUEIRINHO,Tradicional,Quinta-feira,08:00,14:00,RUA ROSA GALVAO TRIGUEIRINHO,1180,JURUBATUBA,-,SANTO AMARO,4,59609,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-e3f64f24,São Paulo,SP,LAPA - PÇ MELVIM JONES,Tradicional,Quinta-feira,08:00,14:00,PÇ MELVIM JONES,1405,LAPA,-,LAPA,10,52914,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-153bb9a3,São Paulo,SP,PACAEMBU - PÇ CHARLES MULLER,Tradicional,Quinta-feira,08:00,14:00,PÇ CHARLES MULLER,0,PACAEMBU,ESTADIO MUN.P.M.DE CARVALHO,SE,48,50091,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-0dae0dfd,São Paulo,SP,PARADA DE TAIPAS - RUA FRAGATA DA CONSTITUICAO,Tradicional,Quinta-feira,08:00,14:00,RUA FRAGATA DA CONSTITUICAO,1,PARADA DE TAIPAS,PORT 18/94,PIRITUBA / JARAGUA,110,50660,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-7cd8fca4,São Paulo,SP,PEDREIRA - AV AUGUSTO DE CASTRO,Tradicional,Quinta-feira,08:00,14:00,AV AUGUSTO DE CASTRO,32,PEDREIRA,PORT 036/94,CIDADE ADEMAR,63,50750,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-1e7efb17,São Paulo,SP,PERDIZES - RUA AIMBERE C CAIUBI,Tradicional,Quinta-feira,08:00,14:00,RUA AIMBERE C CAIUBI,501,PERDIZES,RUA JOAO RAMALHO,LAPA,101,50105,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-633aa1cd,São Paulo,SP,PERDIZES - RUA PABLO PICASSO,Noturna,Quinta-feira,16:00,21:00,RUA PABLO PICASSO,1,PERDIZES,-,LAPA,21,59781,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-05931946,São Paulo,SP,PINHEIROS - RUA EUGENIO DE MEDEIROS,Tradicional,Quinta-feira,08:00,14:00,RUA EUGENIO DE MEDEIROS,200,PINHEIROS,PAES LEME C SUMIDOURO,PINHEIROS,33,50571,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-0fd1d1ec,São Paulo,SP,PLANALTO PAULISTA - AV CECI,Tradicional,Quinta-feira,08:00,14:00,AV CECI,1828,PLANALTO PAULISTA,PROXIMO AV JABAQUARA,VILA MARIANA,99,50318,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-7e134d4c,São Paulo,SP,PLANALTO PAULISTA - RUA CEL LISBOA C/ ESTADO DE ISRAEL,Tradicional,Quinta-feira,08:00,14:00,RUA CEL LISBOA C/ ESTADO DE ISRAEL,60,PLANALTO PAULISTA,RUA SENA MADUREIRA,VILA MARIANA,62,50121,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-2c25c0a2,São Paulo,SP,PONTE RAZA - RUA HONORIO EMILIANO BUENO,Tradicional,Quinta-feira,08:00,14:00,RUA HONORIO EMILIANO BUENO,155,PONTE RAZA,ALTO DA PONTE RAZA,ERMELINO MATARAZZO,45,51047,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-13e4eae6,São Paulo,SP,PQ BRASIL - RUA GAETANO DONIZETTI,Tradicional,Quinta-feira,08:00,14:00,RUA GAETANO DONIZETTI,100,PQ BRASIL,ESQUINA ESTRADA DO BORORE,CAPELA DO SOCORRO,57,51160,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-1119855d,São Paulo,SP,PQ FIG GRANDE - RUA BELCHIOR FELIX,Tradicional,Quinta-feira,08:00,14:00,RUA BELCHIOR FELIX,30,PQ FIG GRANDE,PORT 029/96,M BOI MIRIM,14,50849,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-b01feb30,São Paulo,SP,PQ PERUCHE - RUA DR IGNACIO PROENCA GOUVEIA,Tradicional,Quinta-feira,08:00,14:00,RUA DR IGNACIO PROENCA GOUVEIA,1031,PQ PERUCHE,TV RUA ARMANDO COELHO,CASA VERDE / CACHOEIRINHA,18,51039,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-9cb8cb1f,São Paulo,SP,PQ SAO LUCAS - RUA DR JOSE CASSIO SOARES,Tradicional,Quinta-feira,08:00,14:00,RUA DR JOSE CASSIO SOARES,100,PQ SAO LUCAS,PQ SAO LUCAS VILA PRUDENTE,VILA PRUDENTE,64,50350,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-5f794e02,São Paulo,SP,REAL PQ MORUMBI - AV BARAO DE MONTE MOR,Tradicional,Quinta-feira,08:00,14:00,AV BARAO DE MONTE MOR,21,REAL PQ MORUMBI,-,BUTANTA,24,51438,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-de474cbe,São Paulo,SP,SACOMA - RUA LINO COUTINHO,Tradicional,Quinta-feira,08:00,14:00,RUA LINO COUTINHO,1000,SACOMA,TV RUA LORD CROCKRANE,IPIRANGA,114,50130,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-e64d9a14,São Paulo,SP,SANTA EFIGENIA - RUA DOS ANDRADAS,Tradicional,Quinta-feira,08:00,14:00,RUA DOS ANDRADAS,335,SANTA EFIGENIA,RUA DAS TIMBIRAS,SE,22,50644,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-4b581801,São Paulo,SP,SANTANA - AV ENGENHEIRO CAETANO ALVARES,Tradicional,Quinta-feira,08:00,14:00,AV ENGENHEIRO CAETANO ALVARES,10000,SANTANA,MANDAQUI,SANTANA / TUCURUVI,116,53805,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-8cf0a850,São Paulo,SP,SANTANA - RUA ALVARO GOMES,Tradicional,Quinta-feira,08:00,14:00,RUA ALVARO GOMES,100,SANTANA,TV RUA DONA LEONOR,SANTANA / TUCURUVI,34,50326,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-1cc0604b,São Paulo,SP,SANTANA - RUA ANTONIO PEREIRA DE SOUZA,Tradicional,Quinta-feira,08:00,14:00,RUA ANTONIO PEREIRA DE SOUZA,100,SANTANA,CAIXA D AGUA DE SANTANA,SANTANA / TUCURUVI,25,50261,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-1437eefb,São Paulo,SP,SANTO AMARO - RUA SAO BENEDITO,Orgânica,Quinta-feira,-,-,RUA SAO BENEDITO,1406,SANTO AMARO,RUA ALEXANDRE DUMAS,SANTO AMARO,15,51870,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-9015e84c,São Paulo,SP,STA CATARINA - RUA FRANKLIN MAGALHAES,Tradicional,Quinta-feira,08:00,14:00,RUA FRANKLIN MAGALHAES,289,STA CATARINA,TV AV SANTA CATARINA,JABAQUARA,69,50423,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-98fd5dfa,São Paulo,SP,STA CECILIA - RUA MARTIM FRANCISCO,Tradicional,Quinta-feira,08:00,14:00,RUA MARTIM FRANCISCO,20,STA CECILIA,ENTRE HIGIENOPOLIS E MQ ITU,SE,50,51624,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-c8f5ae2f,São Paulo,SP,STO AMARO - AV CELSO DOS SANTOS,Tradicional,Quinta-feira,08:00,14:00,AV CELSO DOS SANTOS,90,STO AMARO,AV YERVANT KISSAJIKIAN/P OZEDA,CIDADE ADEMAR,27,50784,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-7bc7aca7,São Paulo,SP,TATUAPE - RUA PLATINA,Tradicional,Quinta-feira,08:00,14:00,RUA PLATINA,10,TATUAPE,PORT 033/94,MOOCA,52,50296,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-e7a759c9,São Paulo,SP,TATUAPE - RUA VISCONDE DE ITABORAY,Tradicional,Quinta-feira,08:00,14:00,RUA VISCONDE DE ITABORAY,250,TATUAPE,VIADUTO AZEVEDO,MOOCA,27,50172,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-b7fd0188,São Paulo,SP,TUCURUVI - RUA LILIENTAL,Tradicional,Quinta-feira,08:00,14:00,RUA LILIENTAL,734,TUCURUVI,TV AV EDU CHAVES,JACANA / TREMENBE,95,50407,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-90cb9861,São Paulo,SP,VILA ANDRADE - RUA CIDADE DO RIO PARDO,Tradicional,Quinta-feira,08:00,14:00,RUA CIDADE DO RIO PARDO,100,VILA ANDRADE,-,CAMPO LIMPO,18,51683,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-932a2bd3,São Paulo,SP,VILA CAIUBA - RUA IRITUA,Noturna,Quinta-feira,16:00,21:00,RUA IRITUA,20,VILA CAIUBA,CDHU,PERUS,7,51853,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-c3d99512,São Paulo,SP,VILA GOMES CARDIM - RUA VALTER GAZARRA,Tradicional,Quinta-feira,08:00,14:00,RUA VALTER GAZARRA,362,VILA GOMES CARDIM,RUA EMILIA MARENGO,ARICANDUVA I FORMOSA I CARRAO,63,51861,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-9a3cb48a,São Paulo,SP,VILA MARIANA - LG DONA ANA ROSA,Tradicional,Quinta-feira,08:00,14:00,LG DONA ANA ROSA,33,VILA MARIANA,METRO ANA ROSA,VILA MARIANA,6,57207,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-fb703905,São Paulo,SP,VILA MATILDE - PÇ FLAVIO JOSE AMADEU,Tradicional,Quinta-feira,08:00,14:00,PÇ FLAVIO JOSE AMADEU,427,VILA MATILDE,-,PENHA,2,54020,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-9f1766c1,São Paulo,SP,VL ALBERTINA - RUA ELIAS DE SOUZA PINTO,Tradicional,Quinta-feira,08:00,14:00,RUA ELIAS DE SOUZA PINTO,37,VL ALBERTINA,COM ARMANDO PEREIRA,JACANA / TREMENBE,37,50539,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-67b0d741,São Paulo,SP,VL ANDRADE - RUA INACIO PRETO DE MORAES,Tradicional,Quinta-feira,08:00,14:00,RUA INACIO PRETO DE MORAES,50,VL ANDRADE,-,CAMPO LIMPO,11,54089,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-0688501a,São Paulo,SP,VL BRASILANDIA - RUA COLUMBIA,Tradicional,Quinta-feira,08:00,14:00,RUA COLUMBIA,100,VL BRASILANDIA,TV DA RUA PARAPUA ALTURA 1500,FREGUESIA / BRASILANDIA,49,50385,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-86d2424e,São Paulo,SP,VL CALIFORNIA - AV MATA MACHADO,Tradicional,Quinta-feira,08:00,14:00,AV MATA MACHADO,50,VL CALIFORNIA,TV DA RUA ANTENAS,VILA PRUDENTE,87,50490,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-471afe28,São Paulo,SP,VL CAMPANELA - RUA CAXIU,Tradicional,Quinta-feira,08:00,14:00,RUA CAXIU,50,VL CAMPANELA,RUA JOAPITANGA,ITAQUERA,47,51233,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-1b558f57,São Paulo,SP,VL CAMPESTRE - RUA ROSALIA DE CASTRO,Tradicional,Quinta-feira,08:00,14:00,RUA ROSALIA DE CASTRO,559,VL CAMPESTRE,TV RUA PRINCEPE DE ASTURIAS,JABAQUARA,22,51080,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-4ef70e79,São Paulo,SP,VL CARIOCA - RUA CAMPANTE,Tradicional,Quinta-feira,08:00,14:00,RUA CAMPANTE,1000,VL CARIOCA,RUAS AMADIS,IPIRANGA,43,50202,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-152231f8,São Paulo,SP,VL CARMOSINA - RUA PRAIA DE TORRES,Tradicional,Quinta-feira,08:00,14:00,RUA PRAIA DE TORRES,50,VL CARMOSINA,PROX HOSPITAL STA MARCELINA,ITAQUERA,51,51357,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-601f3b27,São Paulo,SP,VL CARMOSINA - RUA VENTUROSA,Tradicional,Quinta-feira,08:00,14:00,RUA VENTUROSA,50,VL CARMOSINA,RUA BAIXADA SANTISTA,ITAQUERA,13,51721,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-871cc9f6,São Paulo,SP,VL CARRAO - RUA DENTISTA BARRETO,Tradicional,Quinta-feira,08:00,14:00,RUA DENTISTA BARRETO,120,VL CARRAO,AV CONSELHEIRO CARRAO,ARICANDUVA I FORMOSA I CARRAO,86,50334,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
sao-paulo-636f7807,São Paulo,SP,VL DIVA - RUA SOLIDONIO LEITE,Tradicional,Quinta-feira,08:00,14:00,RUA SOLIDONIO LEITE,50,VL DIVA,VILA DIVA VILA PRUDENTE,VILA PRUDENTE,40,50563,Prefeitura de São Paulo - SESANA,https://prefeitura.sp.gov.br/web/seguranca_alimentar/w/feiras-livres-sp,oficial,Importado da planilha oficial de endereços de feiras livres.
