id,municipio,uf,nome_feira,categoria,dia_semana,horario_inicio,horario_fim,endereco,numero,bairro,referencia,subprefeitura,quantidade_feirantes,codigo_oficial,fonte_nome,fonte_url,status_validacao,observacoes
guarulhos-058a6ad7,Guarulhos,SP,Alvorada,Feira livre tradicional,Domingo,-,-,Avenida Santana do Mundaú,-,Bonsucesso,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-4e063c48,Guarulhos,SP,Recreio São Jorge II,Feira livre tradicional,Domingo,-,-,Rua Itororó,-,Cabuçu,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-3bc2296c,Guarulhos,SP,Cumbica,Feira livre tradicional,Domingo,-,-,Rua Juazeiro do Norte,-,Cumbica,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-8bcc6c50,Guarulhos,SP,Fortaleza,Feira livre tradicional,Domingo,-,-,Avenida dos Oleiros,-,Fortaleza,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-02db8cef,Guarulhos,SP,Jardim Jacy,Feira livre tradicional,Domingo,-,-,Rua Nova Europa,-,Itaim,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-6ba07524,Guarulhos,SP,Paulo Faccini,Feira livre tradicional,Domingo,-,-,Rua Tapajós,-,Macedo,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-d8d06a82,Guarulhos,SP,São João Batista,Feira livre tradicional,Domingo,-,-,Avenida Wilson Celestino,-,Morros,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-fe85e5fe,Guarulhos,SP,Jardim Valéria,Feira livre tradicional,Domingo,-,-,Rua Curió,-,Morros,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-39fbaae4,Guarulhos,SP,Picança,Feira livre tradicional,Domingo,-,-,Rua Anice,-,Picanço,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-92122b5f,Guarulhos,SP,Marcos Freire,Feira livre tradicional,Domingo,-,-,Avenida Norte-Sul,-,Pimentas,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-0f37d702,Guarulhos,SP,Nova Cidade,Feira livre tradicional,Domingo,-,-,Rua Assis Abude,-,Pimentas,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-0167fb22,Guarulhos,SP,Centenário,Feira livre tradicional,Domingo,-,-,Rua Barra de Santo Antônio,-,Pimentas,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-fdf2e51c,Guarulhos,SP,Vila Izabel,Feira livre tradicional,Domingo,-,-,Rua Eldridge Gastroat,-,Pimentas,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-e092dfd9,Guarulhos,SP,São Luiz,Feira livre tradicional,Domingo,-,-,Avenida Rio Real,-,Presidente Dutra,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-723d4c23,Guarulhos,SP,Santos Dumont,Feira livre tradicional,Domingo,-,-,Rua Luís Rossetti,-,Santos Dumont,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-041aff00,Guarulhos,SP,Lenize,Feira livre tradicional,Domingo,-,-,Avenida Aracati,-,São João,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-1bafab1b,Guarulhos,SP,Varejão São João,Feira livre tradicional,Domingo,-,-,Avenida Florianópolis,-,São João,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-b616df91,Guarulhos,SP,Soberana,Feira livre tradicional,Domingo,-,-,Rua Lagedão,-,São João,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-962a8c0e,Guarulhos,SP,Paraíso,Feira livre tradicional,Domingo,-,-,Avenida Cesário Lange,-,Taboão,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-ea1c25bd,Guarulhos,SP,Vila Galvão,Feira livre tradicional,Domingo,-,-,Avenida Dona Eugênia Machado da Silva,-,Vila Galvão,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-fc9ef20a,Guarulhos,SP,Dinamarca,Feira livre tradicional,Domingo,-,-,Rua Ibirapoã,-,Água Chata,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-ccdd2a2b,Guarulhos,SP,Santos Dumont,Feira livre tradicional,Quarta-feira,-,-,Rua dos Dantas,-,Bananal,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-a74b4471,Guarulhos,SP,Almeida Prado,Feira livre tradicional,Quarta-feira,-,-,Rua Alípio de Sousa,-,Bela Vista,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-8edbfa96,Guarulhos,SP,Anita Garibaldi,Feira livre tradicional,Quarta-feira,-,-,Rua Anita Garibaldi,-,Bonsucesso,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-8309cee3,Guarulhos,SP,Santa Paula,Feira livre tradicional,Quarta-feira,-,-,Rua Rafael da Silva Santos,-,Bonsucesso,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-b2af50a5,Guarulhos,SP,Jardim Triunfo,Feira livre tradicional,Quarta-feira,-,-,Rua Santa Isabel do Pará,-,Bonsucesso,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-2181e7b2,Guarulhos,SP,Jovaia,Feira livre tradicional,Quarta-feira,-,-,Rua São Tiago,-,Cocaia,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-a4aba281,Guarulhos,SP,Nova Cumbica,Feira livre tradicional,Quarta-feira,-,-,Rua Vital Brasil,-,Cumbica,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-33a66587,Guarulhos,SP,Fortaleza,Feira livre tradicional,Quarta-feira,-,-,Rua Tereza Ravazio Magni,-,Fortaleza,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-318ea1ff,Guarulhos,SP,Anel Viário,Feira livre tradicional,Quarta-feira,-,-,Avenida Humberto de Alencar Castelo Branco,-,Gopoúva,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-68b597e3,Guarulhos,SP,Guaracy,Feira livre tradicional,Quarta-feira,-,-,Estrada do Itaim,-,Itaim,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-2941cc16,Guarulhos,SP,Rosa de França,Feira livre tradicional,Quarta-feira,-,-,Rua Ester Cabral Pagnoncelli,-,Picanço,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-f6c57436,Guarulhos,SP,Jurema,Feira livre tradicional,Quarta-feira,-,-,Avenida Jurema,-,Pimentas,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-1879e03e,Guarulhos,SP,Cidade Tupinambá,Feira livre tradicional,Quarta-feira,-,-,Rua Pérola Negra,-,Pimentas,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-4b5df0b0,Guarulhos,SP,Santa Maria,Feira livre tradicional,Quarta-feira,-,-,Rua Schoroeder,-,Pimentas,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-4324550c,Guarulhos,SP,Santa Emília,Feira livre tradicional,Quarta-feira,-,-,Avenida Emília de Castro,-,Taboão,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-64fdba25,Guarulhos,SP,Paraíso,Feira livre tradicional,Quarta-feira,-,-,Avenida Purus,-,Taboão,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-50f2f119,Guarulhos,SP,São Domingos,Feira livre tradicional,Quarta-feira,-,-,Rua Limoeiro do Norte,-,Taboão,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-32cab4e7,Guarulhos,SP,Vila Fátima,Feira livre tradicional,Quarta-feira,-,-,Rua Hélio Arrelaro,-,Vila Fátima,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-e927fc68,Guarulhos,SP,Malvinas,Feira livre tradicional,Quinta-feira,-,-,Rua dos Eucaliptos,-,Bananal,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-c18ef615,Guarulhos,SP,Santa Maria,Feira livre tradicional,Quinta-feira,-,-,Rua Dona Olga Martins,-,Bela Vista,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-aaaefbae,Guarulhos,SP,Marra Vitti,Feira livre tradicional,Quinta-feira,-,-,Avenida Bom Clima,-,Bom Clima,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-5e4f3497,Guarulhos,SP,Jardim Fátima,Feira livre tradicional,Quinta-feira,-,-,Rua Itaperuna,-,Bonsucesso,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-74f437b0,Guarulhos,SP,Continental II,Feira livre tradicional,Quinta-feira,-,-,Rua João Genuíno Sobral,-,Cabuçu,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-9a45d9c0,Guarulhos,SP,Salgado Filho,Feira livre tradicional,Quinta-feira,-,-,Avenida Salgado Filho,-,Centro,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-99f92ccd,Guarulhos,SP,SOIMCO,Feira livre tradicional,Quinta-feira,-,-,Rua Anastácio,-,Cumbica,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-e0021c5f,Guarulhos,SP,Jardim Cumbica,Feira livre tradicional,Quinta-feira,-,-,Rua Ipiobuna,-,Cumbica,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-1f97722e,Guarulhos,SP,Jardim City,Feira livre tradicional,Quinta-feira,-,-,Rua Reinaldo César de Oliveira,-,Jardim City,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-eebf6078,Guarulhos,SP,Soberana,Feira livre tradicional,Quinta-feira,-,-,Rua Lagedão,-,Jardim São João,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-21a06af0,Guarulhos,SP,Jardim Paulista,Feira livre tradicional,Quinta-feira,-,-,Rua Cachoeira (Cajuru),-,Picanço,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-846f3233,Guarulhos,SP,Jardim Angélica,Feira livre tradicional,Quinta-feira,-,-,Rua Adriano dos Santos Cavalcânti,-,Pimentas,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-8f00fbf1,Guarulhos,SP,Arapongas,Feira livre tradicional,Quinta-feira,-,-,Rua Begdá,-,Pimentas,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-8e7b54e7,Guarulhos,SP,Jardim Leblon,Feira livre tradicional,Quinta-feira,-,-,Rua Satuba,-,Pimentas,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-a14744c1,Guarulhos,SP,Jardim Álamo,Feira livre tradicional,Quinta-feira,-,-,Rua Nicolina Lapena Turri,-,Sadokim,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-024fcc6c,Guarulhos,SP,São João,Feira livre tradicional,Quinta-feira,-,-,Rua Juarez Távora,-,São João,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-a7fb1e3e,Guarulhos,SP,Santa Lídia,Feira livre tradicional,Quinta-feira,-,-,-,-,Taboão,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-a8e374a6,Guarulhos,SP,Vila Galvão,Feira livre tradicional,Quinta-feira,-,-,Rua Faustino Ramalho,-,Vila Galvão,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-1989db3f,Guarulhos,SP,Dinamarca,Feira livre tradicional,Quinta-feira,-,-,-,-,Água Chata,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-09e5c227,Guarulhos,SP,Aracília,Feira livre tradicional,Sexta-feira,-,-,Rua Hilton Cordeiro de Freitas,-,Aracília,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-a6573b47,Guarulhos,SP,Carmela,Feira livre tradicional,Sexta-feira,-,-,Avenida Carmela Thomeu,-,Bonsucesso,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-6df0e029,Guarulhos,SP,Inocoop,Feira livre tradicional,Sexta-feira,-,-,Rua Elias Dabarian,-,Bonsucesso,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-6095f5b5,Guarulhos,SP,Palmira,Feira livre tradicional,Sexta-feira,-,-,Rua Glauco Antônio Galli,-,Cabuçu,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-fa139e76,Guarulhos,SP,Cecap I,Feira livre tradicional,Sexta-feira,-,-,Rua Rubens Henrique Picchi,-,Cecap,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-0db95388,Guarulhos,SP,Cidade Jardim Cumbica,Feira livre tradicional,Sexta-feira,-,-,Rua Araripe,-,Cumbica,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-77d217d2,Guarulhos,SP,Uirapuru,Feira livre tradicional,Sexta-feira,-,-,Rua Mombaça,-,Cumbica,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-5365944a,Guarulhos,SP,Itapegica,Feira livre tradicional,Sexta-feira,-,-,Avenida Rotary,-,Itapegica,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-88395091,Guarulhos,SP,Monte Carmelo,Feira livre tradicional,Sexta-feira,-,-,Rua Flávio de Carvalho,-,Monte Carmelo,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-f4b65d93,Guarulhos,SP,Jandaia,Feira livre tradicional,Sexta-feira,-,-,Rua Belo Horizonte,-,Pimentas,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-f6870cf3,Guarulhos,SP,Parque Industrial,Feira livre tradicional,Sexta-feira,-,-,Rua Taió,-,Pimentas,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-e35b7a9f,Guarulhos,SP,Ponte Grande,Feira livre tradicional,Sexta-feira,-,-,Rua Pedro Perella,-,Ponte Grande,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-f64822c1,Guarulhos,SP,Presidente Dutra,Feira livre tradicional,Sexta-feira,-,-,Avenida Belo Campo,-,Presidente Dutra,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-796a0222,Guarulhos,SP,Maria Dirce,Feira livre tradicional,Sexta-feira,-,-,Rua João Alves da Silva,-,Presidente Dutra,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
guarulhos-8901736b,Guarulhos,SP,Mikail,Feira livre tradicional,Sexta-feira,-,-,Rua José Maria Dias da Silva,-,Taboão,-,-,-,-,Guarulhos Todo Dia,https://guarulhostododia.com.br/guias/2024/04/16/informacoes-sobre-as-feiras-livres-de-guarulhos/,a_confirmar,"Lista pública local; confirmar com moradores, feirantes ou Prefeitura de Guarulhos."
